title,year,description,rank,min_player,max_player,min_time,max_time,avg_rating,num_rating,std_dev_rating,weight,num_comment,num_fan,num_view,total_play,month_play,num_own,num_wish,min_age
Ascension: Rise of Vigil,2013,Harness energy shards to fuel powerful effects in the race for honor.,"1,570",2,4,30,30,7.162,1710,1.35,2.28,343,84,86346,12447,0,3294,221,13
Helvetia,2011,Build new homes; bring culture to your village; and sell essential goods at market.,"1,571",2,4,90,90,6.981,2008,1.23,3.06,478,77,198022,3581,0,2150,630,12
Here to Slay,2020,Powerful heroes band together to slay monsters for their abilities.,"1,572",2,6,30,60,6.995,2727,1.47,1.67,530,220,227155,7685,29,8031,603,10
Star Trek: Attack Wing,2013,,"1,573",2,99,60,60,7.505,1868,1.7,2.71,433,677,1639708,6995,0,3394,344,14
Carcassonne: Amazonas,2016,Paddle down the Amazon as you explore the local villages and wildlife.,"1,574",2,5,35,35,7.07,1867,1.18,1.93,362,51,120070,4694,3,4018,447,8
1849: The Game of Sicilian Railways,1998,The poor get poorer in this economic beatdown set on the island of Sicily.,"1,575",3,5,180,180,8.216,706,1.34,4.19,273,52,143876,3688,7,1143,275,14
Iwari,2020,Use tents and totems to gain dominance over the different regions of Iwari!,"1,576",2,5,45,45,7.194,1594,1.25,2.14,388,287,254086,5337,17,2037,1260,14
Overboss: A Boss Monster Adventure,2021,Conquer the overworld and become the Overboss in this puzzly map-building game.,"1,577",1,5,20,30,7.509,1273,1.21,2.03,296,117,108114,5388,11,3478,745,8
Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,2019,Acquire the best spells; items and allies to defend yourself and stun your rival!,"1,578",2,2,30,60,7.219,1798,1.42,1.77,285,108,165209,7961,15,4934,513,11
Wooden Ships & Iron Men,1974,Refight the titanic battles of the age of sail in this hex and counter wargame.,"1,579",2,2,60,300,7.065,2032,1.35,3.11,775,157,324712,2111,0,4186,355,12
6 nimmt! 25 Jahre,2019,Choose sequential cards for rows simultaneously; but avoid adding the 6th card!,"1,580",2,10,45,45,7.437,1290,1.17,1.32,172,30,47008,7798,22,3153,260,8
Evo (Second Edition),2011,,"1,581",2,5,60,60,6.943,2194,1.2,2.37,421,77,156501,3780,0,2340,560,14
New York Slice,2017,Build your ultimate pizza. Slice it well; or you may end up stuck with anchovies.,"1,582",2,6,30,30,6.705,3418,1.24,1.43,678,84,147684,11079,11,5207,648,8
The Adventurers: The Temple of Chac,2009,Grab the treasure and run for it before the rolling boulder seals you in!,"1,583",2,6,45,45,6.604,4740,1.25,1.66,1506,235,486721,11949,2,5600,1123,10
Flip Ships,2017,Destroy the invading enemy ships and fight the mothership to save your planet.,"1,584",1,4,30,45,7.014,1919,1.29,1.34,437,84,207932,6366,0,3567,885,8
Space Cadets: Dice Duel,2013,Frantically — and loudly! — try to destroy the other team's ship in real-time.,"1,585",4,8,30,30,6.759,2980,1.51,2.09,851,119,249932,6485,0,4901,989,12
New Bedford,2016,Strategic yet approachable game of whaling and town-building in mid-1800s New England,"1,586",1,4,30,60,7.076,1878,1.23,2.37,587,160,253326,5502,4,3554,595,12
Unlock!: Mythic Adventures,2020,,"1,587",1,6,60,60,7.765,935,1.26,2.08,204,24,46092,3687,14,2753,370,10
Hare & Tortoise,1973,Carefully spend your carrots and lettuces to move around the board and win the race!,"1,588",2,6,45,45,6.626,4515,1.28,1.94,1396,52,263597,7233,0,6826,406,8
Bruxelles 1897,2019,Position yourself for lasting Art Nouveau fame at the Brussels World Fair.,"1,589",2,4,40,60,7.267,1522,1.22,2.95,357,94,181684,3048,4,3382,877,10
Chocolate Factory,2019,Create the most efficient assembly line to produce the most delicious chocolate.,"1,590",1,4,45,90,7.142,1648,1.26,2.88,375,130,179892,4949,12,2330,1005,10
Paper Dungeons: A Dungeon Scrawler Game,2020,Explore dungeons; fight villains and conquer the glory in a hack n slash adventure.,"1,591",1,8,30,30,7.34,1405,1.14,2.13,189,153,130545,6778,48,3594,911,10
DC Comics Dice Masters: Justice League,2015,Batman; Wonder Woman; Superman; & more face off in dice battles.,"1,592",2,2,60,60,7.318,1402,1.48,2.29,281,111,142842,4206,0,3253,173,14
Forge War,2015,Mine ore & forge weapons for adventurers to go on quests to fight deepening darkness.,"1,593",1,4,60,180,7.22,1568,1.52,3.76,501,293,367689,3098,0,2874,819,12
Favor of the Pharaoh,2015,Use influence (dice) to gain more influence; special powers; and the Pharaoh's favor.,"1,594",2,4,45,45,6.792,2822,1.26,2.0,678,103,234738,10055,0,3944,731,13
The King Is Dead,2015,A subtle game of shifting power and control over Arthurian Britain.,"1,595",2,4,30,50,7.123,1685,1.32,2.53,419,80,276935,4167,3,2168,793,12
Smash Up: The Obligatory Cthulhu Set,2013,The Game Design World Cabal requires that Cthulhu be featured in every game line.,"1,596",2,2,30,45,6.742,3428,1.5,2.18,550,125,117449,2148,0,10887,473,12
La Boca,2013,,"1,597",3,6,40,40,6.982,2007,1.21,1.37,438,53,129065,6489,1,2249,458,8
Babel,2000,Gather followers to erect temples and hinder your opponent at every turn.,"1,598",2,2,45,60,6.653,3936,1.3,2.4,1233,61,304811,7672,5,6404,611,12
Krosmaster: Arena,2012,The Krosmoz is a battleground; and you must lead your team to victory!,"1,599",2,4,45,60,6.741,3615,1.54,2.67,785,344,539855,7883,2,7384,657,14
Sluff Off!,2003,Trick taking game where the Sluffer spreads chaos.,"1,600",3,5,30,30,6.868,2398,1.27,1.86,873,40,166783,9338,4,3971,322,10
Skulls of Sedlec,2020,Stack skulls in the Sedlec Ossuary to help the deceased finally rest peacefully.,"1,601",2,3,20,20,7.538,1138,0.99,1.35,306,70,82098,9498,48,3254,472,8
Minecraft: Builders & Biomes,2019,Collect rare blocks and build spectacular structures; but beware of dangerous mobs!,"1,602",2,4,30,60,7.018,2017,1.09,1.93,406,99,173205,6366,10,5041,494,10
Treasure Hunter,2015,Draft a team of treasure hunters to find the real loot.,"1,603",2,6,40,40,6.77,2929,1.23,1.87,635,78,273888,8519,5,4815,511,8
Infinity N3: Core Book,2005,Miniature skirmish wargame set in cyberpunk future - it's always your turn.,"1,604",2,2,90,120,8.081,856,1.6,3.92,215,236,219528,4360,1,1430,301,12
The Russian Campaign,1974,Tense two-player simulation of the Eastern Front in WWII.,"1,605",2,2,360,360,7.328,1476,1.43,2.86,703,171,272377,1480,1,2980,214,12
Wits & Wagers Party,2012,What you lack in trivia wits; you can make up for in clever wagers.,"1,606",4,18,25,25,6.91,2282,1.23,1.12,471,30,135030,6435,0,5461,254,8
Strat-O-Matic Baseball,1962,Manage your team to victory in this quintessential stat based baseball board game.,"1,607",1,2,45,45,7.81,1130,1.74,2.37,491,155,256475,15869,47,1675,161,11
Timeline: Music & Cinema,2013,,"1,608",2,8,15,15,6.731,3306,1.21,1.09,461,36,68827,12828,0,6390,380,8
Duplik,2005,,"1,609",3,10,45,45,6.975,2102,1.29,1.22,455,37,141259,5380,1,3406,423,12
Exodus: Proxima Centauri,2012,4X with tech tree; political bidding; hidden movement; logistics; and engine building,"1,610",2,6,180,180,7.154,1663,1.52,3.6,561,206,486748,2075,0,3219,1232,14
Normandy '44,2010,Land on beaches. Fight Germans. Throw back the Allied Invasions. Roll dice.,"1,611",2,3,420,420,7.902,935,1.22,3.35,383,182,366048,1198,3,2803,471,-1
Nefertiti,2008,Who can bring the Pharaoh the most unique and expensive gifts in this auction game?,"1,612",3,4,45,45,6.989,1948,1.1,2.36,553,39,151502,3886,1,2026,362,10
Project: ELITE,2016,Take the battle to the aliens in this real-time cooperative dice rolling game.,"1,613",1,4,30,30,7.605,1084,1.58,2.43,347,416,411849,4041,0,1507,993,12
Steam Time,2015,Travel to past ages; search for crystals and use them to stay ahead.,"1,614",2,4,90,90,7.101,1698,1.15,2.95,459,67,194716,3963,2,3041,388,12
Big City,1999,Collect deeds to erect buildings in the city.,"1,615",2,5,60,60,6.86,2411,1.21,2.22,872,56,283274,4225,0,2592,670,10
Battle Sheep,2010,Move and spread your flock to claim pastures while you block.,"1,616",2,4,15,15,6.618,4493,1.27,1.47,926,167,214231,25211,27,5605,685,7
Niagara,2004,Paddle your canoe along Niagara river to collect jewels; but don't go over the falls.,"1,617",3,5,30,45,6.47,8322,1.23,1.83,2204,103,394224,17587,2,10119,911,8
A Victory Lost: Crisis in Ukraine 1942-1943,2006,A simulation of the fighting between the Axis and Soviet forces in the southwest USSR,"1,618",2,2,360,360,7.667,1062,1.41,2.56,537,95,326259,1361,0,1991,551,12
Felicity: The Cat in the Sack,2007,Bid on sacks of cats without quite knowing what's inside.,"1,619",3,5,20,20,6.569,4881,1.2,1.4,1283,74,198125,15279,1,5688,500,8
Unlock!: Mystery Adventures – The Tonipal's Treasure,2017,It's a race to find the famed treasure hoard in this Escape-Room inspired card game.,"1,620",1,6,60,60,7.025,1825,1.58,2.5,396,19,67032,2324,0,3639,160,10
The Red Dragon Inn,2007,Fantasy adventurers head to the pub for a night of drinking; gambling; and fights.,"1,621",2,4,45,45,6.566,7778,1.6,1.65,1737,377,727970,17757,7,12860,1423,13
Trambahn,2015,Build the best tram system with unique multi-use cards.,"1,622",2,2,30,45,6.946,2062,1.18,1.83,477,72,164249,7368,1,3604,556,8
Kingdomino Origins,2021,Go back in time to the prehistoric era of,"1,623",2,4,20,40,7.687,982,1.05,2.04,182,58,69487,3421,24,2450,841,8
Altar Quest,2020,A modern card-driven; modular dungeon crawl that pays tribute to the classics.,"1,624",1,4,30,90,7.815,1054,1.6,3.34,360,1657,455058,3630,5,2557,930,14
A Game of Thrones: Hand of the King,2016,Use Varys to gain the most allies in your bid to become the new Hand of the King.,"1,625",2,4,15,30,6.664,3900,1.24,1.22,681,95,189608,14392,7,7558,381,14
The Expanse Board Game,2017,An asymmetrical conflict affair where politics foment into space war.,"1,626",2,4,60,60,7.19,1551,1.3,2.77,380,155,394189,3044,2,2898,1256,14
Smash Up: Cease and Desist,2016,Completely original content. Awesome characters we totally thought up on our own.,"1,627",2,2,45,45,7.455,1270,1.32,2.4,194,21,58587,529,0,5285,517,12
Antike Duellum,2012,,"1,628",2,2,75,75,7.073,1746,1.35,2.89,514,71,217087,3607,0,2289,467,13
Dungeons & Dragons Dice Masters: Battle for Faerûn,2015,,"1,629",2,2,30,60,7.235,1485,1.41,2.2,359,209,234185,4683,1,3547,215,14
John Company,2017,Promise and cajole your way to the top whilst running the East India Company.,"1,630",1,6,90,180,7.439,1185,1.7,4.13,367,154,406764,3025,2,1946,809,14
Fjords,2005,Build the game board and place your huts. Claim the land based on placement of huts.,"1,631",2,2,30,30,6.741,3072,1.27,1.72,1167,110,297015,9346,5,3465,965,8
Ride the Rails,2020,Iron Rail #2: Cruise Across America in Style.,"1,632",3,5,45,60,7.234,1430,1.22,2.26,267,83,172329,3411,3,2951,601,12
Clans,2002,Move tribes and found villages in an epic quest for fertile terrain.,"1,633",2,4,30,30,6.561,4989,1.25,2.03,1649,70,278928,11552,8,5017,578,10
Xiangqi,762,Use cannons and more to defeat the enemy General in his Palace across the River.,"1,634",2,2,60,60,7.116,1979,1.56,3.57,619,104,160873,3327,0,3024,313,8
Steel Driver,2008,,"1,635",3,6,60,60,6.971,1930,1.2,2.8,655,35,168779,3441,0,2223,287,11
1860: Railways on the Isle of Wight,2004,A receivership fight in an insolvency box.,"1,636",2,4,240,240,7.933,806,1.35,4.09,381,44,230963,2942,7,1600,321,13
Historia,2014,Guide civilization through 12;000 years of human history.,"1,637",1,6,120,120,6.88,2331,1.33,3.1,586,163,366844,4364,1,2971,640,12
Québec,2011,,"1,638",2,5,75,75,7.135,1576,1.25,2.98,395,97,202245,2936,0,2238,404,13
Euthia: Torment of Resurrection,2021,An open world fantasy RPG board game inspired by classic video games.,"1,639",1,4,60,480,8.793,935,1.57,3.46,268,2104,343346,1848,20,1457,1040,14
"Colonial Twilight: The French-Algerian War, 1954-62",2017,Take 1 to 2 players into the military and political struggle in Algeria.,"1,640",1,2,90,300,7.77,969,1.31,3.87,305,98,238454,1931,0,2787,526,12
Diamonds Club,2008,,"1,641",2,4,75,75,7.047,1764,1.1,2.63,498,38,115810,3711,1,1529,367,10
Time's Up! Edición Azul,2006,Describe famous characters in seconds. Then try in one word; a gesture or a posture.,"1,642",4,12,45,45,7.35,1256,1.44,1.23,175,20,40386,4868,0,1951,84,12
Love Letter: The Hobbit – The Battle of the Five Armies,2015,Help Bilbo and his allies capture the Arkenstone but beware of Smaug!,"1,643",2,4,20,30,7.109,1754,1.33,1.28,358,29,91601,8208,4,3418,214,8
Virus!,2015,Keep your body safe from viruses while infecting your rivals.,"1,644",2,6,20,20,6.738,4538,1.56,1.03,515,177,147112,37425,136,8587,221,8
Ubongo 3D,2009,,"1,645",2,4,30,30,7.086,1716,1.42,1.98,333,43,102333,4566,4,2222,335,10
Stella: Dixit Universe,2021,Players confront each other with word-images association and,"1,646",3,6,30,30,7.296,1355,1.23,1.14,233,58,76215,6801,32,2278,865,8
Petrichor,2018,Control the weather to make it rain and dominate the earth with your plants.,"1,647",1,4,20,80,6.975,2055,1.34,2.99,540,192,250476,5110,3,4575,1150,14
Tsuro of the Seas,2012,Avoid the daikaiju. Sink your opponents in your wake. Become master of the seas.,"1,648",2,8,20,40,6.537,6155,1.43,1.43,1214,206,251833,17001,5,11430,1365,8
Horrified: American Monsters,2021,Monsters from American folklore terrorize the nation. Can your team stop them?,"1,649",1,5,60,60,7.685,1024,1.13,2.19,192,149,158055,2432,11,3334,1064,10
Monolith Arena,2018,,"1,650",2,4,30,45,7.508,1170,1.39,2.4,243,115,179426,3460,5,2309,619,10
Machi Koro Legacy,2019,Become the greatest mayor in Machi Koro through ten games packed with surprises.,"1,651",2,4,30,45,6.984,1909,1.53,1.94,383,94,255967,14456,6,5118,1047,10
Odin's Ravens,2002,Guide your raven's flight in a race across beautiful landscapes.,"1,652",2,2,30,30,6.653,3758,1.25,1.68,1393,57,315588,9105,1,4977,777,10
Breakout: Normandy,1992,Break out this game for a highly playable area-impulse treatment of D-Day.,"1,653",2,2,240,240,7.694,1025,1.55,3.39,541,95,279162,1034,0,2299,386,12
Spirits of the Forest,2018,Collect spirits and garner the most points by nourishing the many forces of nature.,"1,654",1,4,20,20,6.877,2480,1.29,1.35,619,426,203927,10194,16,5586,656,14
Reykholt,2018,Compete against rival geothermal farmers to produce the best vegetables in Iceland!,"1,655",1,4,30,60,6.738,3081,1.27,2.15,590,155,408635,8316,7,5668,1264,12
A Castle for All Seasons,2008,Assign helpers & manage resources to be the most influential builder of the castle.,"1,656",2,4,60,60,6.73,3006,1.2,2.79,884,83,279403,5332,1,3389,505,10
Dice Throne: Season Two – Gunslinger v. Samurai,2018,,"1,657",2,2,20,40,7.619,1053,1.31,2.13,177,37,34309,1789,9,3053,129,8
Expedition: Northwest Passage,2010,Sail your boat and ride your sledge in a frozen race to find the Northwest passage.,"1,658",1,4,60,60,6.98,1922,1.31,2.69,546,132,241310,4978,0,2256,896,14
Talisman: Revised 4th Edition,2007,Journey through fantastic lands in a race to rule with the Crown of Command!,"1,659",2,6,90,90,6.516,14331,1.86,2.18,3054,1432,1605450,22418,7,22085,1718,13
"Napoléon: The Waterloo Campaign, 1815",1974,Can you beat; or outdo; the iconic eponymous military leader?,"1,660",2,3,120,120,7.359,1306,1.37,2.48,747,101,347942,1902,0,2706,450,12
Path of Light and Shadow,2017,Area-control game with deckbuilding from factions that depends on board play.,"1,661",2,4,60,120,7.408,1229,1.38,3.16,340,167,225245,2698,0,1810,663,14
Ra: The Dice Game,2009,Roll dice to build an Egyptian civilization over three eras.,"1,662",2,4,45,45,6.784,2532,1.38,1.74,758,76,235507,16771,2,2283,713,10
Troyes Dice,2020,Build and populate Troyes while protecting it from twice daily raids and setbacks.,"1,663",1,10,20,30,7.088,1667,1.32,2.31,327,100,141577,11845,27,3125,631,12
Carrom,,Flick the striker disk to sink pieces in the corners; a challenging game for 2 or 4.,"1,664",2,4,60,60,7.061,1728,1.5,1.46,438,46,318809,9496,8,1932,396,6
My First Carcassonne,2009,Complete roads and get all your meeples out first; a twist on a classic tile game.,"1,665",2,4,10,20,6.681,3744,1.3,1.13,1043,89,304678,26466,26,7479,629,4
Château Roquefort,2007,Hungry rodents look for cheese specialties in this castle mousetrap!,"1,666",2,4,30,30,6.846,2365,1.13,1.58,778,61,239657,7817,4,3144,644,6
Pax Pamir,2015,"Afghan Tribes play ""the Great Game""; riding timely events and agents to power.","1,667",2,5,60,120,7.479,1136,1.55,3.68,391,139,333959,3454,0,2029,487,12
Legend of the Five Rings,1995,Win wars; win duels; and win honor as you master the five elemental rings.,"1,668",2,8,45,45,7.158,1661,1.66,3.3,547,159,218744,6963,1,2257,141,12
Edo,2012,Plan well to become the most powerful daimyo serving your shogun around Edo.,"1,669",2,4,60,60,7.064,1667,1.16,2.95,462,75,216682,3218,1,2737,469,12
Cold War: CIA vs KGB,2007,The USA and the USSR are the only Superpowers who can lead the world toward a better.,"1,670",2,2,30,60,6.629,4071,1.36,1.86,1272,157,307660,8482,0,6314,419,12
Dungeon Mayhem,2018,Battle as a barbarian; paladin; rogue; or wizard and be the last player standing.,"1,671",2,4,10,10,6.972,2481,1.49,1.13,479,141,177947,16513,56,6512,432,8
Royal Palace,2008,Send your servants to gain gold and seals to recruit nobles in the palace park.,"1,672",2,4,60,60,6.874,2168,1.13,2.78,648,50,161495,4148,0,2483,314,12
Tiny Epic Western,2016,Place posse. Win poker. Buy buildings. Own the town. And duel those in your way.,"1,673",1,4,30,45,6.656,3957,1.42,2.89,1128,612,337982,6857,3,11458,746,14
Founding Fathers,2010,Make deals and settle arguments in a struggle for a more perfect document.,"1,674",3,5,90,90,6.963,1885,1.39,2.75,617,107,301534,4957,1,2200,772,13
The Bridges of Shangri-La,2003,Students must travel to become masters & spread their influence across Shangri-La!,"1,675",3,4,60,60,6.817,2442,1.24,2.72,965,49,197740,3507,2,3510,379,10
Holmes: Sherlock & Mycroft,2015,A contest between brothers. With help from Watson; Lestrade et al; who will prevail?,"1,676",2,2,20,30,6.816,2480,1.22,1.81,485,109,192238,6808,3,4579,751,10
